,year,counry,metabolite,daily mean,weekday mean,weekend mean
1036,2020,PT,methamphetamine,3.76,4.19,3.44
1037,2020,PT,MDMA,83.25,59.92,100.77000000000001
1038,2020,PT,cannabis,261.52,282.36,245.89000000000001
1039,2020,PT,cocaine,928.7900000000001,946.6600000000001,915.3899999999999
1040,2021,PT,amphetamine,5.66,5.26,5.95
1041,2021,PT,methamphetamine,8.95,6.93,10.45
1042,2021,PT,MDMA,77.10999999999999,47.42,99.36999999999999
1043,2021,PT,cannabis,258.67,264.1,254.61
1044,2021,PT,cocaine,1142.79,955.5600000000001,1283.21
1045,2011,SE,amphetamine,13.82,16.57,11.76
1046,2011,SE,methamphetamine,2.93,3.45,2.55
1047,2011,SE,MDMA,0.0,0.0,0.0
1048,2011,SE,cannabis,0.0,0.0,0.0
1049,2011,SE,cocaine,2.63,1.98,3.12
1050,2012,SE,amphetamine,87.14,78.43,93.67
1051,2012,SE,methamphetamine,50.98,45.379999999999995,55.18
1052,2012,SE,MDMA,0.0,0.0,0.0
1053,2012,SE,cannabis,0.0,0.0,0.0
1054,2012,SE,cocaine,25.3,17.63,31.04
1055,2013,SE,amphetamine,245.32000000000002,244.82000000000002,245.7
1056,2013,SE,methamphetamine,0.0,0.0,0.0
1057,2013,SE,MDMA,10.36,9.21,11.219999999999999
1058,2013,SE,cannabis,0.0,0.0,0.0
1059,2013,SE,cocaine,35.65,28.91,40.7
1060,2014,SE,amphetamine,,,
1061,2014,SE,methamphetamine,,,
1062,2014,SE,MDMA,,,
1063,2014,SE,cannabis,,,
1064,2014,SE,cocaine,,,
1065,2015,SE,amphetamine,,,
1066,2015,SE,methamphetamine,,,
1067,2015,SE,MDMA,,,
1068,2015,SE,cannabis,,,
1069,2015,SE,cocaine,,,
1070,2016,SE,amphetamine,208.84,201.16,214.61
1071,2016,SE,methamphetamine,24.47,24.1,24.75
1072,2016,SE,MDMA,37.75,22.29,49.35
1073,2016,SE,cannabis,,,
1074,2016,SE,cocaine,144.14,106.53,172.35
1075,2017,SE,amphetamine,,,
1076,2017,SE,methamphetamine,,,
1077,2017,SE,MDMA,,,
1078,2017,SE,cannabis,,,
1079,2017,SE,cocaine,,,
1080,2018,SE,amphetamine,,,
1081,2018,SE,methamphetamine,,,
1082,2018,SE,MDMA,,,
1083,2018,SE,cannabis,,,
1084,2018,SE,cocaine,,,
1085,2019,SE,amphetamine,1004.09,940.1400000000001,1052.05
1086,2019,SE,methamphetamine,17.43,18.09,16.92
1087,2019,SE,MDMA,61.22,49.43,70.06
1088,2019,SE,cannabis,161.73,182.77,145.95
1089,2019,SE,cocaine,359.03,299.1,403.96
1090,2020,SE,amphetamine,2258.97,2339.71,2198.39
1091,2020,SE,methamphetamine,23.55,24.23,23.020000000000003
1092,2020,SE,MDMA,125.48,100.56,144.18
1093,2020,SE,cannabis,128.53,117.7,136.66
1094,2020,SE,cocaine,660.2,446.28000000000003,820.64
1095,2021,SE,amphetamine,1348.96,1366.5,1335.8
1096,2021,SE,methamphetamine,18.13,14.33,20.98
1097,2021,SE,MDMA,75.36,83.80999999999999,69.02
1098,2021,SE,cannabis,127.18,128.49,126.2
1099,2021,SE,cocaine,559.1800000000001,358.53999999999996,709.68
1100,2011,SI,amphetamine,,,
1101,2011,SI,methamphetamine,,,
1102,2011,SI,MDMA,,,
1103,2011,SI,cannabis,,,
1104,2011,SI,cocaine,,,
1105,2012,SI,amphetamine,,,
1106,2012,SI,methamphetamine,,,
1107,2012,SI,MDMA,,,
1108,2012,SI,cannabis,,,
1109,2012,SI,cocaine,,,
1110,2013,SI,amphetamine,,,
1111,2013,SI,methamphetamine,,,
1112,2013,SI,MDMA,,,
1113,2013,SI,cannabis,,,
1114,2013,SI,cocaine,,,
1115,2014,SI,amphetamine,,,
1116,2014,SI,methamphetamine,,,
1117,2014,SI,MDMA,,,
1118,2014,SI,cannabis,,,
1119,2014,SI,cocaine,,,
1120,2015,SI,amphetamine,,,
1121,2015,SI,methamphetamine,,,
1122,2015,SI,MDMA,,,
1123,2015,SI,cannabis,,,
1124,2015,SI,cocaine,,,
1125,2016,SI,amphetamine,,,
1126,2016,SI,methamphetamine,,,
1127,2016,SI,MDMA,,,
1128,2016,SI,cannabis,,,
1129,2016,SI,cocaine,,,
1130,2017,SI,amphetamine,35.24,38.22,33.0
1131,2017,SI,methamphetamine,0.0,0.0,0.0
1132,2017,SI,MDMA,35.59,18.93,48.08
1133,2017,SI,cannabis,,,
1134,2017,SI,cocaine,449.76,448.69,450.55
1135,2018,SI,amphetamine,34.27,34.4,34.64
1136,2018,SI,methamphetamine,2.3,2.72,1.89
1137,2018,SI,MDMA,49.88,22.14,75.57
1138,2018,SI,cannabis,61.17,56.709999999999994,65.0
1139,2018,SI,cocaine,556.7,444.49,648.35
1140,2019,SI,amphetamine,147.1,139.75,152.62
1141,2019,SI,methamphetamine,18.199999999999996,19.79,17.02
1142,2019,SI,MDMA,83.67999999999999,51.4,107.87999999999998
1143,2019,SI,cannabis,479.38999999999993,492.61,469.49
1144,2019,SI,cocaine,1924.12,1608.46,2160.86
1145,2020,SI,amphetamine,116.95,105.6,125.49
1146,2020,SI,methamphetamine,3.2299999999999995,3.7199999999999998,2.8899999999999997
1147,2020,SI,MDMA,131.14,245.41,45.62
1148,2020,SI,cannabis,,,
1149,2020,SI,cocaine,1213.67,1121.15,1283.9299999999998
1150,2021,SI,amphetamine,127.16,121.97,130.32
1151,2021,SI,methamphetamine,8.23,8.01,8.16
1152,2021,SI,MDMA,39.900000000000006,25.62,49.71
1153,2021,SI,cannabis,584.4100000000001,568.25,596.29
1154,2021,SI,cocaine,1614.9199999999998,1350.58,1805.83
1155,2011,SK,amphetamine,,,
1156,2011,SK,methamphetamine,,,
1157,2011,SK,MDMA,,,
1158,2011,SK,cannabis,,,
1159,2011,SK,cocaine,,,
1160,2012,SK,amphetamine,,,
1161,2012,SK,methamphetamine,,,
1162,2012,SK,MDMA,,,
1163,2012,SK,cannabis,,,
1164,2012,SK,cocaine,,,
1165,2013,SK,amphetamine,13.99,15.13,13.13
1166,2013,SK,methamphetamine,123.8,133.08,116.84
1167,2013,SK,MDMA,0.0,0.0,0.0
1168,2013,SK,cannabis,20.92,21.65,20.37
1169,2013,SK,cocaine,3.23,2.81,3.55
1170,2014,SK,amphetamine,,,
1171,2014,SK,methamphetamine,,,
1172,2014,SK,MDMA,,,
1173,2014,SK,cannabis,,,
1174,2014,SK,cocaine,,,
1175,2015,SK,amphetamine,23.34,15.1,29.52
1176,2015,SK,methamphetamine,131.86,85.22,166.84
1177,2015,SK,MDMA,0.0,0.0,0.0
1178,2015,SK,cannabis,,,
1179,2015,SK,cocaine,6.15,3.87,7.87
1180,2016,SK,amphetamine,30.89,27.76,33.24
1181,2016,SK,methamphetamine,310.21,272.67,338.37
1182,2016,SK,MDMA,10.16,6.51,12.9
1183,2016,SK,cannabis,,,
1184,2016,SK,cocaine,20.03,17.04,22.28
1185,2017,SK,amphetamine,11.45,6.07,15.469999999999999
1186,2017,SK,methamphetamine,198.03,149.66,234.31
1187,2017,SK,MDMA,12.39,5.96,17.22
1188,2017,SK,cannabis,,,
1189,2017,SK,cocaine,95.57,79.56,107.58999999999999
1190,2018,SK,amphetamine,44.5,42.53,46.0
1191,2018,SK,methamphetamine,225.92000000000002,208.09,239.29
1192,2018,SK,MDMA,16.18,8.77,21.740000000000002
1193,2018,SK,cannabis,59.800000000000004,63.120000000000005,57.300000000000004
1194,2018,SK,cocaine,129.09,91.68,157.14
1195,2019,SK,amphetamine,,,
1196,2019,SK,methamphetamine,,,
1197,2019,SK,MDMA,,,
1198,2019,SK,cannabis,61.37,65.06,58.620000000000005
1199,2019,SK,cocaine,103.13,92.52000000000001,111.08
1200,2020,SK,amphetamine,,,
1201,2020,SK,methamphetamine,,,
1202,2020,SK,MDMA,,,
1203,2020,SK,cannabis,,,
1204,2020,SK,cocaine,,,
1205,2021,SK,amphetamine,11.45,15.9,8.11
1206,2021,SK,methamphetamine,338.5,409.9,284.95
1207,2021,SK,MDMA,6.39,6.11,6.59
1208,2021,SK,cannabis,41.760000000000005,47.59,37.38
1209,2021,SK,cocaine,88.09,95.21,82.74
1210,2011,TR,amphetamine,,,
1211,2011,TR,methamphetamine,,,
1212,2011,TR,MDMA,,,
1213,2011,TR,cannabis,,,
1214,2011,TR,cocaine,,,
1215,2012,TR,amphetamine,,,
1216,2012,TR,methamphetamine,,,
1217,2012,TR,MDMA,,,
1218,2012,TR,cannabis,,,
1219,2012,TR,cocaine,,,
1220,2013,TR,amphetamine,,,
1221,2013,TR,methamphetamine,,,
1222,2013,TR,MDMA,,,
1223,2013,TR,cannabis,,,
1224,2013,TR,cocaine,,,
1225,2014,TR,amphetamine,,,
1226,2014,TR,methamphetamine,,,
1227,2014,TR,MDMA,,,
1228,2014,TR,cannabis,,,
1229,2014,TR,cocaine,,,
1230,2015,TR,amphetamine,,,
1231,2015,TR,methamphetamine,,,
1232,2015,TR,MDMA,,,
1233,2015,TR,cannabis,,,
1234,2015,TR,cocaine,,,
1235,2016,TR,amphetamine,,,
1236,2016,TR,methamphetamine,,,
1237,2016,TR,MDMA,,,
1238,2016,TR,cannabis,,,
1239,2016,TR,cocaine,,,
1240,2017,TR,amphetamine,,,
1241,2017,TR,methamphetamine,,,
1242,2017,TR,MDMA,,,
1243,2017,TR,cannabis,,,
1244,2017,TR,cocaine,,,
1245,2018,TR,amphetamine,4.29,3.9,4.59
1246,2018,TR,methamphetamine,19.98,8.44,28.63
1247,2018,TR,MDMA,,,
1248,2018,TR,cannabis,,,
1249,2018,TR,cocaine,,,
1250,2019,TR,amphetamine,4.0,4.12,3.91
1251,2019,TR,methamphetamine,16.2,18.45,14.51
1252,2019,TR,MDMA,47.6,45.24,49.37
1253,2019,TR,cannabis,25.15,28.12,22.93
1254,2019,TR,cocaine,39.33,37.59,40.64
1255,2020,TR,amphetamine,,,
1256,2020,TR,methamphetamine,28.83,32.33,26.2
1257,2020,TR,MDMA,57.26,53.22,60.3
1258,2020,TR,cannabis,51.7,53.25,50.54
1259,2020,TR,cocaine,59.33,57.78,60.480000000000004
1260,2021,TR,amphetamine,12.21,12.56,11.95
1261,2021,TR,methamphetamine,91.16,91.69,90.75999999999999
1262,2021,TR,MDMA,13.68,10.99,15.69
1263,2021,TR,cannabis,61.58,57.959999999999994,64.28999999999999
1264,2021,TR,cocaine,59.59,61.0,58.53
1265,2011,EE,amphetamine,,,
1266,2011,EE,methamphetamine,,,
1267,2011,EE,MDMA,,,
1268,2011,EE,cannabis,,,
1269,2011,EE,cocaine,,,
1270,2012,EE,amphetamine,,,
1271,2012,EE,methamphetamine,,,
1272,2012,EE,MDMA,,,
1273,2012,EE,cannabis,,,
1274,2012,EE,cocaine,,,
1275,2013,EE,amphetamine,,,
1276,2013,EE,methamphetamine,,,
1277,2013,EE,MDMA,,,
1278,2013,EE,cannabis,,,
1279,2013,EE,cocaine,,,
1280,2014,EE,amphetamine,,,
1281,2014,EE,methamphetamine,,,
1282,2014,EE,MDMA,,,
1283,2014,EE,cannabis,,,
1284,2014,EE,cocaine,,,
1285,2015,EE,amphetamine,,,
1286,2015,EE,methamphetamine,,,
1287,2015,EE,MDMA,,,
1288,2015,EE,cannabis,,,
1289,2015,EE,cocaine,,,
1290,2016,EE,amphetamine,,,
1291,2016,EE,methamphetamine,,,
1292,2016,EE,MDMA,,,
1293,2016,EE,cannabis,,,
1294,2016,EE,cocaine,,,
1295,2017,EE,amphetamine,,,
1296,2017,EE,methamphetamine,,,
1297,2017,EE,MDMA,,,
1298,2017,EE,cannabis,,,
1299,2017,EE,cocaine,,,
1300,2018,EE,amphetamine,,,
1301,2018,EE,methamphetamine,,,
1302,2018,EE,MDMA,,,
1303,2018,EE,cannabis,,,
1304,2018,EE,cocaine,,,
1305,2019,EE,amphetamine,,,
1306,2019,EE,methamphetamine,,,
1307,2019,EE,MDMA,,,
1308,2019,EE,cannabis,,,
1309,2019,EE,cocaine,,,
1310,2020,EE,amphetamine,,,
1311,2020,EE,methamphetamine,,,
1312,2020,EE,MDMA,,,
1313,2020,EE,cannabis,,,
1314,2020,EE,cocaine,,,
1315,2021,EE,amphetamine,,,
1316,2021,EE,methamphetamine,,,
1317,2021,EE,MDMA,,,
1318,2021,EE,cannabis,25.73,25.6,25.8
1319,2021,EE,cocaine,102.99000000000001,56.83,129.35000000000002
1320,2011,DE,amphetamine,,,
1321,2011,DE,methamphetamine,,,
1322,2011,DE,MDMA,,,
1323,2011,DE,cannabis,,,
1324,2011,DE,cocaine,,,
1325,2012,DE,amphetamine,,,
1326,2012,DE,methamphetamine,,,
1327,2012,DE,MDMA,,,
1328,2012,DE,cannabis,,,
1329,2012,DE,cocaine,,,
1330,2013,DE,amphetamine,155.07,141.60000000000002,165.18
1331,2013,DE,methamphetamine,136.61,141.03,133.3
1332,2013,DE,MDMA,18.0,7.39,25.970000000000002
1333,2013,DE,cannabis,174.25,170.95,176.72
1334,2013,DE,cocaine,378.57,324.19,419.37
1335,2014,DE,amphetamine,364.96999999999997,345.36,379.67
1336,2014,DE,methamphetamine,142.93,147.5,139.5
1337,2014,DE,MDMA,72.14999999999999,56.620000000000005,83.81
1338,2014,DE,cannabis,,,
1339,2014,DE,cocaine,554.63,528.29,574.38
1340,2015,DE,amphetamine,365.03,331.02000000000004,385.76
1341,2015,DE,methamphetamine,166.38,161.38,170.02
1342,2015,DE,MDMA,74.17999999999999,75.02000000000001,72.88000000000001
1343,2015,DE,cannabis,,,
1344,2015,DE,cocaine,506.71999999999997,468.75,532.9399999999999
1345,2016,DE,amphetamine,376.16,339.71,403.49999999999994
1346,2016,DE,methamphetamine,168.75,157.34000000000003,177.32
1347,2016,DE,MDMA,74.61,48.63,94.09
1348,2016,DE,cannabis,,,
1349,2016,DE,cocaine,636.3,605.5300000000001,659.37
1350,2017,DE,amphetamine,1548.3700000000001,1462.74,1613.34
1351,2017,DE,methamphetamine,859.2600000000001,839.8000000000002,873.9300000000002
1352,2017,DE,MDMA,335.11,240.04999999999998,409.46
1353,2017,DE,cannabis,,,
1354,2017,DE,cocaine,3013.4000000000005,2605.87,3328.2000000000003
1355,2018,DE,amphetamine,896.52,833.0699999999999,944.1099999999999
1356,2018,DE,methamphetamine,610.7199999999999,573.65,638.54
1357,2018,DE,MDMA,200.05999999999997,154.39000000000001,234.29000000000002
1358,2018,DE,cannabis,,,
1359,2018,DE,cocaine,1301.58,1084.4699999999998,1464.43
1360,2019,DE,amphetamine,818.81,768.58,856.51
1361,2019,DE,methamphetamine,706.8299999999999,654.77,745.87
1362,2019,DE,MDMA,82.77000000000001,40.82,114.22
1363,2019,DE,cannabis,,,
1364,2019,DE,cocaine,1005.63,801.19,1158.95
1365,2020,DE,amphetamine,890.0999999999999,891.5100000000001,894.2299999999999
1366,2020,DE,methamphetamine,1248.87,1223.6799999999998,1265.96
1367,2020,DE,MDMA,149.26999999999998,133.51000000000002,170.63000000000002
1368,2020,DE,cannabis,,,
1369,2020,DE,cocaine,1617.37,1464.0700000000002,1792.84
1370,2021,DE,amphetamine,,,
1371,2021,DE,methamphetamine,432.0,457.98,420.86
1372,2021,DE,MDMA,142.73,133.35999999999999,151.21
1373,2021,DE,cannabis,,,
1374,2021,DE,cocaine,1554.9700000000003,1387.71,1644.6299999999999
1375,2011,IS,amphetamine,,,
1376,2011,IS,methamphetamine,,,
1377,2011,IS,MDMA,,,
1378,2011,IS,cannabis,,,
1379,2011,IS,cocaine,,,
1380,2012,IS,amphetamine,,,
1381,2012,IS,methamphetamine,,,
1382,2012,IS,MDMA,,,
1383,2012,IS,cannabis,,,
1384,2012,IS,cocaine,,,
1385,2013,IS,amphetamine,,,
1386,2013,IS,methamphetamine,,,
1387,2013,IS,MDMA,,,
1388,2013,IS,cannabis,,,
1389,2013,IS,cocaine,,,
1390,2014,IS,amphetamine,,,
1391,2014,IS,methamphetamine,,,
1392,2014,IS,MDMA,,,
1393,2014,IS,cannabis,,,
1394,2014,IS,cocaine,,,
1395,2015,IS,amphetamine,70.38,68.97,71.43
1396,2015,IS,methamphetamine,15.68,15.31,15.95
1397,2015,IS,MDMA,,,
1398,2015,IS,cannabis,,,
1399,2015,IS,cocaine,57.84,56.81,58.62
1400,2016,IS,amphetamine,113.14,100.54,122.59
1401,2016,IS,methamphetamine,9.27,7.21,10.81
1402,2016,IS,MDMA,37.63,23.97,47.87
1403,2016,IS,cannabis,,,
1404,2016,IS,cocaine,100.61,75.6,119.37
1405,2017,IS,amphetamine,169.91,156.45,180.01
1406,2017,IS,methamphetamine,,,
1407,2017,IS,MDMA,36.52,20.41,48.6
1408,2017,IS,cannabis,,,
1409,2017,IS,cocaine,437.32,347.67,504.56
1410,2018,IS,amphetamine,209.79,191.2,223.73
1411,2018,IS,methamphetamine,31.13,31.26,31.03
1412,2018,IS,MDMA,40.19,31.63,46.62
1413,2018,IS,cannabis,97.31,116.96,82.57
1414,2018,IS,cocaine,478.5,408.81,530.77
1415,2019,IS,amphetamine,320.91,292.88,341.93
1416,2019,IS,methamphetamine,29.58,33.65,26.53
1417,2019,IS,MDMA,37.07,24.78,46.3
1418,2019,IS,cannabis,86.15,87.68,84.99
1419,2019,IS,cocaine,740.68,657.61,802.98
1420,2020,IS,amphetamine,,,
1421,2020,IS,methamphetamine,35.78,34.53,36.72
1422,2020,IS,MDMA,44.14,31.89,53.32
1423,2020,IS,cannabis,116.35,106.8,123.51
1424,2020,IS,cocaine,283.25,231.54,322.03
1425,2021,IS,amphetamine,,,
1426,2021,IS,methamphetamine,,,
1427,2021,IS,MDMA,,,
1428,2021,IS,cannabis,,,
1429,2021,IS,cocaine,,,
1430,2011,RS,amphetamine,,,
1431,2011,RS,methamphetamine,,,
1432,2011,RS,MDMA,,,
1433,2011,RS,cannabis,,,
1434,2011,RS,cocaine,,,
1435,2012,RS,amphetamine,,,
1436,2012,RS,methamphetamine,,,
1437,2012,RS,MDMA,,,
1438,2012,RS,cannabis,,,
1439,2012,RS,cocaine,,,
1440,2013,RS,amphetamine,42.370000000000005,52.650000000000006,36.08
1441,2013,RS,methamphetamine,0.0,0.0,0.0
1442,2013,RS,MDMA,21.9,15.940000000000001,28.790000000000003
1443,2013,RS,cannabis,202.8,252.85999999999999,178.95000000000002
1444,2013,RS,cocaine,56.47,48.46,63.769999999999996
1445,2014,RS,amphetamine,,,
1446,2014,RS,methamphetamine,,,
1447,2014,RS,MDMA,,,
1448,2014,RS,cannabis,,,
1449,2014,RS,cocaine,,,
1450,2015,RS,amphetamine,,,
1451,2015,RS,methamphetamine,,,
1452,2015,RS,MDMA,,,
1453,2015,RS,cannabis,,,
1454,2015,RS,cocaine,,,
1455,2016,RS,amphetamine,,,
1456,2016,RS,methamphetamine,,,
1457,2016,RS,MDMA,,,
1458,2016,RS,cannabis,,,
1459,2016,RS,cocaine,,,
1460,2017,RS,amphetamine,,,
1461,2017,RS,methamphetamine,,,
1462,2017,RS,MDMA,,,
1463,2017,RS,cannabis,,,
1464,2017,RS,cocaine,,,
1465,2018,RS,amphetamine,,,
1466,2018,RS,methamphetamine,,,
1467,2018,RS,MDMA,,,
1468,2018,RS,cannabis,,,
1469,2018,RS,cocaine,,,
1470,2019,RS,amphetamine,,,
1471,2019,RS,methamphetamine,,,
1472,2019,RS,MDMA,,,
1473,2019,RS,cannabis,,,
1474,2019,RS,cocaine,,,
1475,2020,RS,amphetamine,,,
1476,2020,RS,methamphetamine,0.0,0.0,0.0
1477,2020,RS,MDMA,19.61,9.77,27.0
1478,2020,RS,cannabis,,,
1479,2020,RS,cocaine,125.95,134.55,119.5
1480,2021,RS,amphetamine,,,
1481,2021,RS,methamphetamine,,,
1482,2021,RS,MDMA,,,
1483,2021,RS,cannabis,,,
1484,2021,RS,cocaine,,,
1485,2011,MT,amphetamine,,,
1486,2011,MT,methamphetamine,,,
1487,2011,MT,MDMA,,,
1488,2011,MT,cannabis,,,
1489,2011,MT,cocaine,,,
1490,2012,MT,amphetamine,,,
1491,2012,MT,methamphetamine,,,
1492,2012,MT,MDMA,,,
1493,2012,MT,cannabis,,,
1494,2012,MT,cocaine,,,
1495,2013,MT,amphetamine,,,
1496,2013,MT,methamphetamine,,,
1497,2013,MT,MDMA,,,
1498,2013,MT,cannabis,,,
1499,2013,MT,cocaine,,,
1500,2014,MT,amphetamine,,,
1501,2014,MT,methamphetamine,,,
1502,2014,MT,MDMA,,,
1503,2014,MT,cannabis,,,
1504,2014,MT,cocaine,,,
1505,2015,MT,amphetamine,,,
1506,2015,MT,methamphetamine,0.19,0.35,0.08
1507,2015,MT,MDMA,,,
1508,2015,MT,cannabis,,,
1509,2015,MT,cocaine,68.45,61.5,73.66
1510,2016,MT,amphetamine,,,
1511,2016,MT,methamphetamine,,,
1512,2016,MT,MDMA,,,
1513,2016,MT,cannabis,,,
1514,2016,MT,cocaine,,,
1515,2017,MT,amphetamine,,,
1516,2017,MT,methamphetamine,,,
1517,2017,MT,MDMA,,,
1518,2017,MT,cannabis,,,
1519,2017,MT,cocaine,,,
1520,2018,MT,amphetamine,,,
1521,2018,MT,methamphetamine,,,
1522,2018,MT,MDMA,,,
1523,2018,MT,cannabis,,,
1524,2018,MT,cocaine,,,
1525,2019,MT,amphetamine,,,
1526,2019,MT,methamphetamine,,,
1527,2019,MT,MDMA,,,
1528,2019,MT,cannabis,,,
1529,2019,MT,cocaine,,,
1530,2020,MT,amphetamine,,,
1531,2020,MT,methamphetamine,,,
1532,2020,MT,MDMA,,,
1533,2020,MT,cannabis,,,
1534,2020,MT,cocaine,,,
1535,2021,MT,amphetamine,,,
1536,2021,MT,methamphetamine,,,
1537,2021,MT,MDMA,,,
1538,2021,MT,cannabis,,,
1539,2021,MT,cocaine,,,
1540,2011,BA,amphetamine,,,
1541,2011,BA,methamphetamine,,,
1542,2011,BA,MDMA,,,
1543,2011,BA,cannabis,,,
1544,2011,BA,cocaine,,,
1545,2012,BA,amphetamine,,,
1546,2012,BA,methamphetamine,,,
1547,2012,BA,MDMA,,,
1548,2012,BA,cannabis,,,
1549,2012,BA,cocaine,,,
1550,2013,BA,amphetamine,,,
1551,2013,BA,methamphetamine,0.0,0.0,0.0
1552,2013,BA,MDMA,0.0,0.0,0.0
1553,2013,BA,cannabis,39.77,41.73,38.31
1554,2013,BA,cocaine,30.58,27.1,33.19
1555,2014,BA,amphetamine,,,
1556,2014,BA,methamphetamine,,,
1557,2014,BA,MDMA,,,
1558,2014,BA,cannabis,,,
1559,2014,BA,cocaine,,,
1560,2015,BA,amphetamine,,,
1561,2015,BA,methamphetamine,,,
1562,2015,BA,MDMA,,,
1563,2015,BA,cannabis,,,
1564,2015,BA,cocaine,,,
1565,2016,BA,amphetamine,,,
1566,2016,BA,methamphetamine,,,
1567,2016,BA,MDMA,,,
1568,2016,BA,cannabis,,,
1569,2016,BA,cocaine,,,
1570,2017,BA,amphetamine,,,
1571,2017,BA,methamphetamine,,,
1572,2017,BA,MDMA,,,
1573,2017,BA,cannabis,,,
1574,2017,BA,cocaine,,,
1575,2018,BA,amphetamine,,,
1576,2018,BA,methamphetamine,,,
1577,2018,BA,MDMA,,,
1578,2018,BA,cannabis,,,
1579,2018,BA,cocaine,,,
1580,2019,BA,amphetamine,,,
1581,2019,BA,methamphetamine,,,
1582,2019,BA,MDMA,,,
1583,2019,BA,cannabis,,,
1584,2019,BA,cocaine,,,
1585,2020,BA,amphetamine,,,
1586,2020,BA,methamphetamine,,,
1587,2020,BA,MDMA,,,
1588,2020,BA,cannabis,,,
1589,2020,BA,cocaine,,,
1590,2021,BA,amphetamine,,,
1591,2021,BA,methamphetamine,,,
1592,2021,BA,MDMA,,,
1593,2021,BA,cannabis,,,
1594,2021,BA,cocaine,,,
1595,2011,RO,amphetamine,,,
1596,2011,RO,methamphetamine,,,
1597,2011,RO,MDMA,,,
1598,2011,RO,cannabis,,,
1599,2011,RO,cocaine,,,
1600,2012,RO,amphetamine,,,
1601,2012,RO,methamphetamine,,,
1602,2012,RO,MDMA,,,
1603,2012,RO,cannabis,,,
1604,2012,RO,cocaine,,,
1605,2013,RO,amphetamine,,,
1606,2013,RO,methamphetamine,0.0,0.0,0.0
1607,2013,RO,MDMA,0.0,0.0,0.0
1608,2013,RO,cannabis,0.0,0.0,0.0
1609,2013,RO,cocaine,0.0,0.0,0.0
1610,2014,RO,amphetamine,,,
1611,2014,RO,methamphetamine,,,
1612,2014,RO,MDMA,,,
1613,2014,RO,cannabis,,,
1614,2014,RO,cocaine,,,
1615,2015,RO,amphetamine,,,
1616,2015,RO,methamphetamine,,,
1617,2015,RO,MDMA,,,
1618,2015,RO,cannabis,,,
1619,2015,RO,cocaine,,,
1620,2016,RO,amphetamine,,,
1621,2016,RO,methamphetamine,,,
1622,2016,RO,MDMA,,,
1623,2016,RO,cannabis,,,
1624,2016,RO,cocaine,,,
1625,2017,RO,amphetamine,,,
1626,2017,RO,methamphetamine,,,
1627,2017,RO,MDMA,,,
1628,2017,RO,cannabis,,,
1629,2017,RO,cocaine,,,
1630,2018,RO,amphetamine,,,
1631,2018,RO,methamphetamine,,,
1632,2018,RO,MDMA,,,
1633,2018,RO,cannabis,,,
1634,2018,RO,cocaine,,,
1635,2019,RO,amphetamine,,,
1636,2019,RO,methamphetamine,,,
1637,2019,RO,MDMA,,,
1638,2019,RO,cannabis,,,
1639,2019,RO,cocaine,,,
1640,2020,RO,amphetamine,,,
1641,2020,RO,methamphetamine,,,
1642,2020,RO,MDMA,,,
1643,2020,RO,cannabis,,,
1644,2020,RO,cocaine,,,
1645,2021,RO,amphetamine,,,
1646,2021,RO,methamphetamine,,,
1647,2021,RO,MDMA,,,
1648,2021,RO,cannabis,,,
1649,2021,RO,cocaine,,,
